Volcano Name,Country,Location,Latitude,Longitude,Elevation (m),Last Known Eruption
Hoodoo Mountain,Canada,Canada,56.78,-131.28,1850.0,Dormant
Iskut-Unuk River Cones,Canada,Canada,56.567,-130.75,1880.0,Active
Level Mountain,Canada,Canada,58.42,-131.35,2164.0,Dormant
Meager,Canada,Canada,50.63,-123.5,2680.0,Dormant
Milbanke Sound Group,Canada,Canada,52.498,-128.723,233.0,Dormant
Nazko,Canada,Canada,52.928,-123.732,1238.0,Dormant
Satah Mountain,Canada,Canada,52.47,-124.7,1921.0,Dormant
Silverthrone,Canada,Canada,51.518,-126.113,2860.0,Dormant
Spectrum Range,Canada,Canada,57.43,-130.68,2430.0,Dormant
Tseax River Cone,Canada,Canada,55.111,-128.899,612.0,Active
Tuya Volcanic Field,Canada,Canada,59.37,-130.58,2123.0,Dormant
Wells Gray-Clearwater,Canada,Canada,52.33,-120.57,2576.0,Active
Fuerteventura,Spain,Canary Is,28.358,-14.02,529.0,Dormant
Gran Canaria,Spain,Canary Is,28.0,-15.58,1950.0,Dormant
Hierro,Spain,Canary Is,27.73,-18.03,1500.0,Active
La Palma,Spain,Canary Is,28.57,-17.83,2426.0,Active
Lanzarote,Spain,Canary Is,29.03,-13.63,670.0,Active
Tenerife,Spain,Canary Is,28.271,-16.641,3715.0,Active
Brava,Cape Verde,Cape Verde Is,14.851,-24.704,956.0,Dormant
Fogo,Cape Verde,Cape Verde Is,14.95,-24.35,2829.0,Active
Santo Antao,Cape Verde,Cape Verde Is,17.07,-25.17,1979.0,Dormant
"Incahuasi, Nevado de",Argentina,Chile,-27.033,-68.296,6638.0,Dormant
Lanin,Argentina,Chile-C,-39.637,-71.502,3776.0,Dormant
Maipo,Argentina,Chile-C,-34.164,-69.832,5323.0,Active
San Jose,Argentina,Chile-C,-33.789,-69.895,6070.0,Active
Antillanca Volcanic Complex,Chile,Chile-C,-40.783,-72.15,1979.0,Dormant
Antuco,Chile,Chile-C,-37.406,-71.349,2979.0,Active
"Azul, Cerro",Chile,Chile-C,-35.653,-70.761,3788.0,Active
"Blancas, Lomas",Chile,Chile-C,-36.286,-71.009,2268.0,Dormant
Caburgua-Huelemolle,Chile,Chile-C,-39.25,-71.75,1652.0,Dormant
Calabozos,Chile,Chile-C,-35.558,-70.496,3508.0,Dormant
Callaqui,Chile,Chile-C,-37.92,-71.45,3164.0,Active
Carran-Los Venados,Chile,Chile-C,-40.35,-72.07,1114.0,Active
"Chillan, Nevados de",Chile,Chile-C,-36.868,-71.378,3180.0,Active
Copahue,Chile,Chile-C,-37.856,-71.183,2953.0,Active
Descabezado Grande,Chile,Chile-C,-35.58,-70.75,3953.0,Active
Infiernillo,Chile,Chile-C,-35.123,-69.9,3007.0,Dormant
Llaima,Chile,Chile-C,-38.692,-71.729,3125.0,Active
"Longavi, Nevado de",Chile,Chile-C,-36.196,-71.164,3175.0,Dormant
Lonquimay,Chile,Chile-C,-38.379,-71.586,2832.0,Active
"Mariñaqui, Laguna",Chile,Chile-C,-38.255,-71.167,2108.0,Dormant
"Maule, Laguna del",Chile,Chile-C,-36.058,-70.492,2162.0,Dormant
Mocho-Choshuenco,Chile,Chile-C,-39.927,-72.027,2422.0,Active
Palomo,Chile,Chile-C,-34.608,-70.295,4860.0,Dormant
"Pantojo, Cerro",Chile,Chile-C,-40.77,-71.95,1897.0,Dormant
Planchon-Peteroa,Chile,Chile-C,-35.223,-70.568,3977.0,Active
Puntiagudo-Cordon Cenizos,Chile,Chile-C,-40.969,-72.264,2493.0,Active
Puyehue-Cordon Caulle,Chile,Chile-C,-40.59,-72.117,2236.0,Dormant
Quetrupillan,Chile,Chile-C,-39.496,-71.722,2360.0,Active
"Resago, Volcan",Chile,Chile-C,-36.461,-70.903,1890.0,Dormant
San Pedro-Pellado,Chile,Chile-C,-35.989,-70.849,3621.0,Dormant
Sollipulli,Chile,Chile-C,-38.97,-71.52,2282.0,Active
Tinguiririca,Chile,Chile-C,-34.814,-70.352,4280.0,Active
Tolhuaca,Chile,Chile-C,-38.31,-71.645,2739.0,Dormant
Tralihue,Chile,Chile-C,-38.509,-70.898,2448.0,Dormant
Tupungatito,Chile,Chile-C,-33.425,-69.797,5660.0,Active
Villarrica,Chile,Chile-C,-39.42,-71.93,2847.0,Active
Rapa Nui,Chile,Chile-Is,-27.114,-109.356,501.0,Dormant
Robinson Crusoe,Chile,Chile-Is,-33.658,-78.85,922.0,Active
San Felix,Chile,Chile-Is,-26.27,-80.12,183.0,Dormant
Unnamed,Chile,Chile-Is,-33.622,-78.78,0.0,Active
"Bayo Gorbea, Cerro",Argentina,Chile-N,-25.414,-68.588,5413.0,Dormant
Cordon del Azufre,Argentina,Chile-N,-25.336,-68.521,5481.0,Dormant
Corrida de Cori Volcanic Field,Argentina,Chile-N,-25.083,-68.367,5451.0,Dormant
Llullaillaco,Argentina,Chile-N,-24.72,-68.53,6739.0,Active
"Ojos del Salado, Nevados",Argentina,Chile-N,-27.109,-68.541,6879.0,Dormant
Socompa,Argentina,Chile-N,-24.396,-68.246,6031.0,Dormant
"Azufre, Cerro del",Bolivia,Chile-N,-21.787,-68.237,5846.0,Dormant
Guayaques,Bolivia,Chile-N,-22.895,-67.566,5598.0,Dormant
Irruputuncu,Bolivia,Chile-N,-20.73,-68.55,5163.0,Active
Olca-Paruma,Bolivia,Chile-N,-20.939,-68.413,5705.0,Active
Sairecabur,Bolivia,Chile-N,-22.719,-67.891,5961.0,Dormant
Acamarachi,Chile,Chile-N,-23.292,-67.618,6023.0,Dormant
Caichinque,Chile,Chile-N,-23.949,-67.74,4458.0,Dormant
Chiliques,Chile,Chile-N,-23.58,-67.7,5778.0,Dormant
Colachi,Chile,Chile-N,-23.236,-67.645,5631.0,Dormant
Copiapo,Chile,Chile-N,-27.3,-69.13,6052.0,Dormant
Cordon de Puntas Negras,Chile,Chile-N,-23.743,-67.534,5852.0,Dormant
Guallatiri,Chile,Chile-N,-18.42,-69.092,6071.0,Active
Isluga,Chile,Chile-N,-19.15,-68.83,5550.0,Active
Lascar,Chile,Chile-N,-23.37,-67.73,5592.0,Active
Lastarria,Chile,Chile-N,-25.168,-68.507,5706.0,Dormant
Licancabur,Chile,Chile-N,-22.83,-67.88,5916.0,Dormant
Miniques,Chile,Chile-N,-23.82,-67.77,5910.0,Dormant
"Negrillar, El",Chile,Chile-N,-24.18,-68.25,3500.0,Dormant
"Negrillar, La",Chile,Chile-N,-24.319,-68.59,4220.0,Dormant
"Overo, Cerro",Chile,Chile-N,-23.52,-67.67,4555.0,Dormant
Purico Complex,Chile,Chile-N,-23.0,-67.75,5703.0,Dormant
Putana,Chile,Chile-N,-22.557,-67.853,5884.0,Active
San Pedro-San Pablo,Chile,Chile-N,-21.888,-68.391,6142.0,Active
Taapaca,Chile,Chile-N,-18.1,-69.5,5860.0,Dormant
Tacora,Chile,Chile-N,-17.721,-69.773,5960.0,Dormant
Tata Sabaya,Chile,Chile-N,-19.13,-68.53,5430.0,Dormant
Tilocalar,Chile,Chile-N,-23.97,-68.13,3109.0,Dormant
"Tujle, Cerro",Chile,Chile-N,-23.83,-67.95,3550.0,Dormant
Aguilera,Chile,Chile-S,-50.33,-73.75,2546.0,Dormant
Arenales,Chile,Chile-S,-47.2,-73.483,3437.0,Active
"Burney, Monte",Chile,Chile-S,-52.33,-73.4,1758.0,Active
Calbuco,Chile,Chile-S,-41.33,-72.618,1974.0,Active
Cay,Chile,Chile-S,-45.059,-72.984,2090.0,Dormant
Cayute-La Vigueria,Chile,Chile-S,-41.25,-72.27,506.0,Dormant
Cayutue-La Vigueria,Chile,Chile-S,-41.3,-72.27,506.0,Dormant
Chaiten,Chile,Chile-S,-42.835,-72.651,1122.0,Active
Corcovado,Chile,Chile-S,-43.189,-72.794,1826.0,Dormant
Fueguino,Chile,Chile-S,-54.97,-70.262,157.0,Dormant
Hornopiren,Chile,Chile-S,-41.874,-72.431,1572.0,Dormant
"Hudson, Cerro",Chile,Chile-S,-45.9,-72.97,1905.0,Active
Huequi,Chile,Chile-S,-42.377,-72.578,1318.0,Active
Lautaro,Chile,Chile-S,-49.019,-73.504,3542.0,Active
Maca,Chile,Chile-S,-45.1,-73.17,2960.0,Dormant
Melimoyu,Chile,Chile-S,-44.08,-72.88,2400.0,Dormant
Mentolat,Chile,Chile-S,-44.7,-73.08,1660.0,Dormant
Meullin,Chile,Chile-S,-45.22,-73.05,1080.0,Dormant
Michinmahuida,Chile,Chile-S,-42.799,-72.445,2452.0,Active
Osorno,Chile,Chile-S,-41.105,-72.496,2659.0,Active
Palena Volcanic Group,Chile,Chile-S,-43.42,-72.83,2991.0,Active
Pali-Aike Volcanic Field,Chile,Chile-S,-52.082,-69.698,282.0,Dormant
Puyuhuapi,Chile,Chile-S,-44.3,-72.53,524.0,Dormant
Reclus,Chile,Chile-S,-50.964,-73.58,1403.0,Dormant
Tronador,Chile,Chile-S,-41.157,-71.885,3478.0,Dormant
Yanteles,Chile,Chile-S,-43.469,-72.782,1790.0,Active
Yate,Chile,Chile-S,-41.755,-72.396,2187.0,Dormant
